courseCode,courseName,hp,level,field,examiner,fall,spring,period1,period2,url
"TAMS22,Sannolikhetsteori och bayesianska nätverk,6,A1X,""[""""Matematik"""",""""Tillämpad matematik""""]"",Torkel Erhardsson,1,0,4,4,https://liu.se/studieinfo/kurs/TAMS22"
"TANA09,Datatekniska beräkningar,4,G2X,""[""""Matematik"""",""""Tillämpad matematik""""]"",Fredrik Berntsson,1,0,,-,https://liu.se/studieinfo/kurs/TANA09"
"TANA21,Beräkningsmatematik,6,G1X,""[""""Matematik"""",""""Tillämpad matematik""""]"",Andrew Ross Winters,1,0,3,,https://liu.se/studieinfo/kurs/TANA21"
"TAOP33,Kombinatorisk optimering gk,4,G2X,""[""""Matematik"""",""""Tillämpad matematik""""]"",Kaj Holmberg,1,0,2,,https://liu.se/studieinfo/kurs/TAOP33"
"TAOP61,Optimering av realistiska,6,A1X,""[""""Matematik"""",""""Tillämpad matematik""""]"",Kaj Holmberg,1,0,,-,https://liu.se/studieinfo/kurs/TAOP61"
"TATA55,Abstrakt algebra,6,G2X,""[""""Matematik"""",""""Tillämpad matematik""""]"",Jan Snellman,1,0,3,3,https://liu.se/studieinfo/kurs/TATA55"
"TBME03,Biokemi och cellbiologi,6,G2X,""[""""Medicinsk teknik""""]"",Padraig D´arcy,1,0,,-,https://liu.se/studieinfo/kurs/TBME03"
"TBME04,Anatomi och fysiologi,6,G2X,""[""""Medicinsk teknik""""]"",Hanna Jonasson,1,0,3,,https://liu.se/studieinfo/kurs/TBME04"
"TBMI19,Medicinska informationssystem,6,A1X,""[""""Medicinsk teknik""""]"",Håkan Örman,1,0,2,3,https://liu.se/studieinfo/kurs/TBMI19"
"TBMI26,Neuronnät och lärande system,6,A1X,""[""""Informationsteknologi"""",""""Datateknik"""",""""Datavetenskap"""",""""Elektroteknik"""",""""Medicinsk teknik""""]"",Magnus Borga,0,1,2,,https://liu.se/studieinfo/kurs/TBMI26"
"TBMI28,E-hälsa: projekt,12,A1X,""[""""Informationsteknologi"""",""""Teknisk biologi"""",""""Datateknik"""",""""Datavetenskap"""",""""Medicinsk teknik""""]"",Elin Nyman,1,0,2,-,https://liu.se/studieinfo/kurs/TBMI28"
"TBMI31,Medicinsk information och kunskap,6,A1X,""[""""""""]"",Programkurs,0,1,4,,https://liu.se/studieinfo/kurs/TBMI31"
"TBMT14,Projektkurs i medicinsk teknik,12,A1X,""[""""Medicinsk teknik""""]"",Marcus Larsson,1,0,4,4,https://liu.se/studieinfo/kurs/TBMT14"
"TBMT26,Teknik för intensivvård och kirurgi,6,A1X,""[""""Medicinsk teknik""""]"",Johannes Johansson,0,1,,-,https://liu.se/studieinfo/kurs/TBMT26"
"TDDB44,Kompilatorkonstruktion,6,A1X,""[""""Informationsteknologi"""",""""Datateknik"""",""""Datavetenskap""""]"",Adrian Pop,1,0,,-,https://liu.se/studieinfo/kurs/TDDB44"
"TDDC34,Teknisk,6,A1X,""[""""Informationsteknologi"""",""""Datateknik"""",""""Datavetenskap""""]"",Thomas Rosenfall,1,0,,-,https://liu.se/studieinfo/kurs/TDDC34"
"TDDC73,Interaktionsprogrammering,6,G2X,""[""""Informationsteknologi"""",""""Datateknik"""",""""Datavetenskap""""]"",Anders Fröberg,1,0,,-,https://liu.se/studieinfo/kurs/TDDC73"
"TDDC78,Programmering av parallelldatorer - metoder och verktyg,6,A1X,""[""""Datateknik"""",""""Datavetenskap""""]"",Christoph Kessler,0,1,,-,https://liu.se/studieinfo/kurs/TDDC78"
"TDDC90,Software Security,6,A1X,""[""""Informationsteknologi"""",""""Datateknik"""",""""Datavetenskap""""]"",Ulf Kargén,1,0,,-,https://liu.se/studieinfo/kurs/TDDC90"
"TDDD04,Programvarutestning,6,A1X,""[""""Informationsteknologi"""",""""Datateknik"""",""""Datavetenskap""""]"",Lena Buffoni,1,0,2,,https://liu.se/studieinfo/kurs/TDDD04"
"TDDD07,Realtidssystem,6,A1X,""[""""Datateknik"""",""""Datavetenskap""""]"",Simin Nadjm-Tehrani,1,0,,-,https://liu.se/studieinfo/kurs/TDDD07"
"TDDD08,Logikprogrammering,6,A1X,""[""""Informationsteknologi"""",""""Datateknik"""",""""Datavetenskap""""]"",Victor Lagerkvist,1,0,4,,https://liu.se/studieinfo/kurs/TDDD08"
"TDDD17,Informationssäkerhet,6,A1X,""[""""Informationsteknologi"""",""""Datateknik"""",""""Datavetenskap""""]"",Ulf Kargén,0,1,4,4,https://liu.se/studieinfo/kurs/TDDD17"
"TDDD20,Konstruktion och analys av algoritmer,6,A1X,""[""""Informationsteknologi"""",""""Datateknik"""",""""Datavetenskap""""]"",Peter Jonsson,0,1,3,,https://liu.se/studieinfo/kurs/TDDD20"
"TDDD23,Design och programmering av datorspel,6,A1X,""[""""Informationsteknologi"""",""""Datateknik"""",""""Datavetenskap"""",""""Programmering""""]"",Erik Berglund,1,0,2,,https://liu.se/studieinfo/kurs/TDDD23"
"TDDD25,Distribuerade system,6,A1X,""[""""Datateknik"""",""""Datavetenskap""""]"",Petru Eles,0,1,2,,https://liu.se/studieinfo/kurs/TDDD25"
"TDDD27,Avancerad webbprogrammering,6,A1X,""[""""Informationsteknologi"""",""""Datateknik"""",""""Datavetenskap""""]"",Erik Berglund,0,1,,-,https://liu.se/studieinfo/kurs/TDDD27"
"TDDD38,Avancerad programmering i C++,6,A1X,""[""""Datateknik"""",""""Datavetenskap"""",""""Programmering""""]"",Klas Arvidsson,1,0,2,-,https://liu.se/studieinfo/kurs/TDDD38"
"TDDD38,Avancerad programmering i C++,6,A1X,""[""""Datateknik"""",""""Datavetenskap"""",""""Programmering""""]"",Klas Arvidsson,0,1,2,-,https://liu.se/studieinfo/kurs/TDDD38"
